review_id,game_name,review_text,label,review_date,is_synthetic
900000683,cs2,"Hayatımı kararttığın için teşekkürler, sayende gerçek dünyanın ne kadar sıkıcı olduğunu anladım.",nötr/ çöp,2026-04-20,True
900000644,dota2,"Derslerimi ve geleceğimi bu oyun için yaktım, en azından bir 'Global' rütbem var. Değdi mi? Tabii ki hayır.",nötr/ çöp,2026-04-09,True
900000436,cs2,Maç bulma süresini 30 dakikaya çıkarın ki arada bir kitap bitirebilelim. Oyuncuları kültüre yönlendirmeniz harika.,feature_request(istek),2026-04-03,True
900000158,pubg,Oyunun her rekabetçi maçın ortasında çökmesi harika bir mola fırsatı sunuyor. Sağlığımızı düşündüğünüz için sağ olun.,bug(hata/hile),2026-03-29,True
900000594,dota2,Maç bulma süresini 30 dakikaya çıkarın ki arada bir kitap bitirebilelim. Oyuncuları kültüre yönlendirmeniz harika.,feature_request(istek),2026-04-08,True
900000346,pubg,Maç bulma süresini 30 dakikaya çıkarın ki arada bir kitap bitirebilelim. Oyuncuları kültüre yönlendirmeniz harika.,feature_request(istek),2026-03-30,True
900000001,cs2,Duvarların içinden geçip haritanın altına düşmek tam da beklediğim heyecandı. Fizik motorunuz bir sanat eseri.,bug(hata/hile),2026-04-18,True
900000882,pubg,"Sabah 4'te sinir krizi geçirmek için harika bir aktivite. Mouse kırmayı özlemişim, teknolojiye katkımız olsun.",nötr/ çöp,2026-04-10,True
900000756,pubg,5000 saat oynadım ama hala neden oynadığımı bilmiyorum. Bağımlılık yapma şekliniz takdire şayan.,nötr/ çöp,2026-04-03,True
900000547,pubg,"Hilecilere özel bir VIP odası açın, henüz her maçta 5 tane yoklar, sayıyı artırmanız lazım.",feature_request(istek),2026-04-01,True
900000600,pubg,5000 saat oynadım ama hala neden oynadığımı bilmiyorum. Bağımlılık yapma şekliniz takdire şayan.,nötr/ çöp,2026-04-17,True
900000430,cs2,"Hilecilere özel bir VIP odası açın, henüz her maçta 5 tane yoklar, sayıyı artırmanız lazım.",feature_request(istek),2026-04-09,True
900000739,dota2,"Güneşin rengini unuttum sayende, vampir gibi yaşamama sebep olduğun için teşekkürler Steam.",nötr/ çöp,2026-04-25,True
900000883,dota2,"Sabah 4'te sinir krizi geçirmek için harika bir aktivite. Mouse kırmayı özlemişim, teknolojiye katkımız olsun.",nötr/ çöp,2026-04-21,True
900000603,pubg,"Bilgisayarım kaloriferden daha iyi ısıtıyor sayende, kış aylarında doğalgaz tasarrufu sağlıyorum. Bravo!",nötr/ çöp,2026-04-20,True
900000865,pubg,"Bilgisayarım kaloriferden daha iyi ısıtıyor sayende, kış aylarında doğalgaz tasarrufu sağlıyorum. Bravo!",nötr/ çöp,2026-04-10,True
900000779,dota2,"Toxic kitle sayesinde sabrım çelik gibi oldu, artık hayatta hiçbir şey beni üzemez. Kişisel gelişim kursu gibisiniz.",nötr/ çöp,2026-04-06,True
900000790,cs2,"Hayatımı kararttığın için teşekkürler, sayende gerçek dünyanın ne kadar sıkıcı olduğunu anladım.",nötr/ çöp,2026-04-07,True
900000457,dota2,"Yeni içerik yerine daha çok kumar öğesi ekleyin, kasa açmak oyun oynamaktan daha eğlenceli zaten.",feature_request(istek),2026-04-04,True
900000111,dota2,Hilecilerin gökyüzünde uçarak beni vurması çok adaletli bir deneyim. Sanırım oyuna süper kahraman modu eklediniz.,bug(hata/hile),2026-04-27,True
900000465,dota2,"Oyuna daha çok reklam ve sponsorlu içerik ekleyin, maçın ortasında ne güzel olurdu. İnanılmaz bir vizyon.",feature_request(istek),2026-04-05,True
900000447,pubg,"Hilecilere özel bir VIP odası açın, henüz her maçta 5 tane yoklar, sayıyı artırmanız lazım.",feature_request(istek),2026-03-29,True
900000499,dota2,"Rank sistemini daha da bozun, gümüş oyuncularla elit oyuncular aynı maça gelsin ki rekabet tavan yapsın.",feature_request(istek),2026-04-10,True
900000809,cs2,"Güneşin rengini unuttum sayende, vampir gibi yaşamama sebep olduğun için teşekkürler Steam.",nötr/ çöp,2026-04-08,True
900000688,cs2,"Bilgisayarım kaloriferden daha iyi ısıtıyor sayende, kış aylarında doğalgaz tasarrufu sağlıyorum. Bravo!",nötr/ çöp,2026-03-30,True
900000829,pubg,"Toxic kitle sayesinde sabrım çelik gibi oldu, artık hayatta hiçbir şey beni üzemez. Kişisel gelişim kursu gibisiniz.",nötr/ çöp,2026-04-26,True
900000359,cs2,"Silahların hasarını biraz daha düşürün, rakipleri öldürmek yerine onlara sarılmak istiyoruz artık.",feature_request(istek),2026-04-22,True
900000777,cs2,"Toxic kitle sayesinde sabrım çelik gibi oldu, artık hayatta hiçbir şey beni üzemez. Kişisel gelişim kursu gibisiniz.",nötr/ çöp,2026-04-14,True
900000661,pubg,5000 saat oynadım ama hala neden oynadığımı bilmiyorum. Bağımlılık yapma şekliniz takdire şayan.,nötr/ çöp,2026-03-30,True
900000002,pubg,Hitboxların yerinde olmaması vuruş hissini bambaşka bir boyuta taşımış. Vuramamak hiç bu kadar keyifli olmamıştı.,bug(hata/hile),2026-04-18,True
900000031,cs2,Karakterimin yere gömülüp madenci gibi takılması çok yaratıcı. Simülasyon içinde simülasyon yaşıyoruz.,bug(hata/hile),2026-03-28,True
900000317,pubg,"Silahların hasarını biraz daha düşürün, rakipleri öldürmek yerine onlara sarılmak istiyoruz artık.",feature_request(istek),2026-04-03,True
900000274,pubg,Envanterimdeki eşyaların kendi kendine yok olması sihirbazlık gösterisi gibi. Çok etkileyici bir bug.,bug(hata/hile),2026-04-15,True
900000857,dota2,"Sosyal hayatımı ve çevremi bu oyun uğruna feda ettim, karşılığında bir çift sanal eldiven aldım. Çok kârlı bir takas!",nötr/ çöp,2026-04-25,True
900000078,cs2,Ping değerinin 500'e fırlayıp beni zamanda yolculuğa çıkarması muazzam. Marvel filmi çekiyoruz sanki.,bug(hata/hile),2026-04-16,True
900000736,dota2,5000 saat oynadım ama hala neden oynadığımı bilmiyorum. Bağımlılık yapma şekliniz takdire şayan.,nötr/ çöp,2026-04-20,True
900000464,pubg,"Hilecilere özel bir VIP odası açın, henüz her maçta 5 tane yoklar, sayıyı artırmanız lazım.",feature_request(istek),2026-04-16,True
900000558,dota2,"Yeni içerik yerine daha çok kumar öğesi ekleyin, kasa açmak oyun oynamaktan daha eğlenceli zaten.",feature_request(istek),2026-04-10,True
900000774,dota2,"Derslerimi ve geleceğimi bu oyun için yaktım, en azından bir 'Global' rütbem var. Değdi mi? Tabii ki hayır.",nötr/ çöp,2026-04-25,True
900000598,dota2,Maç bulma süresini 30 dakikaya çıkarın ki arada bir kitap bitirebilelim. Oyuncuları kültüre yönlendirmeniz harika.,feature_request(istek),2026-04-19,True
900000112,dota2,FPS değerinin 100'den 10'a düşmesi slayt gösterisi sevenler için harika bir güncelleme olmuş. Elinize sağlık.,bug(hata/hile),2026-03-28,True
900000449,pubg,"Silahların hasarını biraz daha düşürün, rakipleri öldürmek yerine onlara sarılmak istiyoruz artık.",feature_request(istek),2026-04-07,True
900000075,pubg,Oyunun her rekabetçi maçın ortasında çökmesi harika bir mola fırsatı sunuyor. Sağlığımızı düşündüğünüz için sağ olun.,bug(hata/hile),2026-04-20,True
900000606,cs2,"Güneşin rengini unuttum sayende, vampir gibi yaşamama sebep olduğun için teşekkürler Steam.",nötr/ çöp,2026-04-08,True
900000229,dota2,Duvarların içinden geçip haritanın altına düşmek tam da beklediğim heyecandı. Fizik motorunuz bir sanat eseri.,bug(hata/hile),2026-04-27,True
900000541,pubg,"Silahların hasarını biraz daha düşürün, rakipleri öldürmek yerine onlara sarılmak istiyoruz artık.",feature_request(istek),2026-03-31,True
900000582,cs2,Maç bulma süresini 30 dakikaya çıkarın ki arada bir kitap bitirebilelim. Oyuncuları kültüre yönlendirmeniz harika.,feature_request(istek),2026-04-16,True
900000207,dota2,"Mermilerin rakipten geçip hasar vermemesi harika bir özellik, sanırım oyun barış ilan etmemi istiyor. Teşekkürler Valve!",bug(hata/hile),2026-04-21,True
900000205,cs2,"Mermilerin rakipten geçip hasar vermemesi harika bir özellik, sanırım oyun barış ilan etmemi istiyor. Teşekkürler Valve!",bug(hata/hile),2026-03-28,True
900000475,pubg,"Silahların hasarını biraz daha düşürün, rakipleri öldürmek yerine onlara sarılmak istiyoruz artık.",feature_request(istek),2026-04-23,True
900000152,dota2,FPS değerinin 100'den 10'a düşmesi slayt gösterisi sevenler için harika bir güncelleme olmuş. Elinize sağlık.,bug(hata/hile),2026-04-12,True
900000723,cs2,"Toxic kitle sayesinde sabrım çelik gibi oldu, artık hayatta hiçbir şey beni üzemez. Kişisel gelişim kursu gibisiniz.",nötr/ çöp,2026-04-01,True
900000214,pubg,Duvarların içinden geçip haritanın altına düşmek tam da beklediğim heyecandı. Fizik motorunuz bir sanat eseri.,bug(hata/hile),2026-04-01,True
900000657,pubg,"Toxic kitle sayesinde sabrım çelik gibi oldu, artık hayatta hiçbir şey beni üzemez. Kişisel gelişim kursu gibisiniz.",nötr/ çöp,2026-04-01,True
900000860,cs2,"Sabah 4'te sinir krizi geçirmek için harika bir aktivite. Mouse kırmayı özlemişim, teknolojiye katkımız olsun.",nötr/ çöp,2026-04-18,True
900000201,pubg,Oyunun her rekabetçi maçın ortasında çökmesi harika bir mola fırsatı sunuyor. Sağlığımızı düşündüğünüz için sağ olun.,bug(hata/hile),2026-04-07,True
900000042,dota2,Karakterimin yere gömülüp madenci gibi takılması çok yaratıcı. Simülasyon içinde simülasyon yaşıyoruz.,bug(hata/hile),2026-04-20,True
900000433,dota2,"Oyuna daha çok reklam ve sponsorlu içerik ekleyin, maçın ortasında ne güzel olurdu. İnanılmaz bir vizyon.",feature_request(istek),2026-04-12,True
900000750,pubg,Her gün söverek girip 6 saat oynamak... Sanırım mazoşist bir ilişki yaşıyoruz bu oyunla.,nötr/ çöp,2026-04-21,True
900000579,pubg,"Lütfen biraz daha kasa ve skin ekleyin, oyunun bozuk olması kimin umurunda? Paramızı harcayacak yer arıyoruz.",feature_request(istek),2026-04-01,True
900000347,dota2,"Sesli sohbeti tamamen kaldırıp dumanla haberleşmemizi sağlayın, nostalji yaşatmanız çok hoş olurdu.",feature_request(istek),2026-04-19,True
900000510,pubg,"Silahların hasarını biraz daha düşürün, rakipleri öldürmek yerine onlara sarılmak istiyoruz artık.",feature_request(istek),2026-04-16,True
900000020,cs2,Oyunun her rekabetçi maçın ortasında çökmesi harika bir mola fırsatı sunuyor. Sağlığımızı düşündüğünüz için sağ olun.,bug(hata/hile),2026-04-18,True
900000251,dota2,Seslerin tamamen kaybolup sessiz sinema oynamamız muazzam bir yenilik. Atmosfer müthiş (!),bug(hata/hile),2026-04-01,True
900000419,pubg,"Sunucuları biraz daha yavaşlatın, tepki süresi 3 saniye olunca oyun çok daha stratejik hale geliyor.",feature_request(istek),2026-04-01,True
900000215,dota2,Oyunun her rekabetçi maçın ortasında çökmesi harika bir mola fırsatı sunuyor. Sağlığımızı düşündüğünüz için sağ olun.,bug(hata/hile),2026-04-19,True
900000045,cs2,Envanterimdeki eşyaların kendi kendine yok olması sihirbazlık gösterisi gibi. Çok etkileyici bir bug.,bug(hata/hile),2026-03-29,True
900000237,cs2,Hitboxların yerinde olmaması vuruş hissini bambaşka bir boyuta taşımış. Vuramamak hiç bu kadar keyifli olmamıştı.,bug(hata/hile),2026-04-26,True
900000689,cs2,Her gün söverek girip 6 saat oynamak... Sanırım mazoşist bir ilişki yaşıyoruz bu oyunla.,nötr/ çöp,2026-04-24,True
900000516,cs2,"Sesli sohbeti tamamen kaldırıp dumanla haberleşmemizi sağlayın, nostalji yaşatmanız çok hoş olurdu.",feature_request(istek),2026-04-22,True
900000071,cs2,Duvarların içinden geçip haritanın altına düşmek tam da beklediğim heyecandı. Fizik motorunuz bir sanat eseri.,bug(hata/hile),2026-04-17,True
900000816,cs2,"Güneşin rengini unuttum sayende, vampir gibi yaşamama sebep olduğun için teşekkürler Steam.",nötr/ çöp,2026-04-08,True
900000418,pubg,"Hilecilere özel bir VIP odası açın, henüz her maçta 5 tane yoklar, sayıyı artırmanız lazım.",feature_request(istek),2026-04-23,True
900000702,cs2,"Sosyal hayatımı ve çevremi bu oyun uğruna feda ettim, karşılığında bir çift sanal eldiven aldım. Çok kârlı bir takas!",nötr/ çöp,2026-04-26,True
900000089,dota2,Seslerin tamamen kaybolup sessiz sinema oynamamız muazzam bir yenilik. Atmosfer müthiş (!),bug(hata/hile),2026-04-15,True
900000428,cs2,"Yeni içerik yerine daha çok kumar öğesi ekleyin, kasa açmak oyun oynamaktan daha eğlenceli zaten.",feature_request(istek),2026-04-23,True
900000375,pubg,"Rank sistemini daha da bozun, gümüş oyuncularla elit oyuncular aynı maça gelsin ki rekabet tavan yapsın.",feature_request(istek),2026-04-09,True
900000007,dota2,Duvarların içinden geçip haritanın altına düşmek tam da beklediğim heyecandı. Fizik motorunuz bir sanat eseri.,bug(hata/hile),2026-04-19,True
900000583,pubg,"Silahların hasarını biraz daha düşürün, rakipleri öldürmek yerine onlara sarılmak istiyoruz artık.",feature_request(istek),2026-04-26,True
900000395,dota2,"Oyuna daha çok reklam ve sponsorlu içerik ekleyin, maçın ortasında ne güzel olurdu. İnanılmaz bir vizyon.",feature_request(istek),2026-04-21,True
900000495,dota2,Maç bulma süresini 30 dakikaya çıkarın ki arada bir kitap bitirebilelim. Oyuncuları kültüre yönlendirmeniz harika.,feature_request(istek),2026-04-02,True
900000533,dota2,"Yeni içerik yerine daha çok kumar öğesi ekleyin, kasa açmak oyun oynamaktan daha eğlenceli zaten.",feature_request(istek),2026-04-17,True
900000619,cs2,"Sosyal hayatımı ve çevremi bu oyun uğruna feda ettim, karşılığında bir çift sanal eldiven aldım. Çok kârlı bir takas!",nötr/ çöp,2026-03-29,True
900000255,pubg,Karakterimin yere gömülüp madenci gibi takılması çok yaratıcı. Simülasyon içinde simülasyon yaşıyoruz.,bug(hata/hile),2026-04-25,True
900000741,dota2,"Hayatımı kararttığın için teşekkürler, sayende gerçek dünyanın ne kadar sıkıcı olduğunu anladım.",nötr/ çöp,2026-04-04,True
900000846,dota2,"Hayatımı kararttığın için teşekkürler, sayende gerçek dünyanın ne kadar sıkıcı olduğunu anladım.",nötr/ çöp,2026-04-19,True
900000209,pubg,Ping değerinin 500'e fırlayıp beni zamanda yolculuğa çıkarması muazzam. Marvel filmi çekiyoruz sanki.,bug(hata/hile),2026-04-09,True
900000151,dota2,Karakterimin yere gömülüp madenci gibi takılması çok yaratıcı. Simülasyon içinde simülasyon yaşıyoruz.,bug(hata/hile),2026-04-23,True
900000631,cs2,"Hayatımı kararttığın için teşekkürler, sayende gerçek dünyanın ne kadar sıkıcı olduğunu anladım.",nötr/ çöp,2026-03-31,True
900000113,cs2,Ping değerinin 500'e fırlayıp beni zamanda yolculuğa çıkarması muazzam. Marvel filmi çekiyoruz sanki.,bug(hata/hile),2026-04-07,True
900000647,pubg,"Sosyal hayatımı ve çevremi bu oyun uğruna feda ettim, karşılığında bir çift sanal eldiven aldım. Çok kârlı bir takas!",nötr/ çöp,2026-04-17,True
900000780,pubg,"Güneşin rengini unuttum sayende, vampir gibi yaşamama sebep olduğun için teşekkürler Steam.",nötr/ çöp,2026-04-25,True
900000847,cs2,"Güneşin rengini unuttum sayende, vampir gibi yaşamama sebep olduğun için teşekkürler Steam.",nötr/ çöp,2026-04-01,True
900000099,dota2,Duvarların içinden geçip haritanın altına düşmek tam da beklediğim heyecandı. Fizik motorunuz bir sanat eseri.,bug(hata/hile),2026-03-30,True
900000363,cs2,"Rank sistemini daha da bozun, gümüş oyuncularla elit oyuncular aynı maça gelsin ki rekabet tavan yapsın.",feature_request(istek),2026-03-30,True
900000033,dota2,Duvarların içinden geçip haritanın altına düşmek tam da beklediğim heyecandı. Fizik motorunuz bir sanat eseri.,bug(hata/hile),2026-04-09,True
900000775,cs2,"Bilgisayarım kaloriferden daha iyi ısıtıyor sayende, kış aylarında doğalgaz tasarrufu sağlıyorum. Bravo!",nötr/ çöp,2026-04-20,True
900000771,pubg,"Sabah 4'te sinir krizi geçirmek için harika bir aktivite. Mouse kırmayı özlemişim, teknolojiye katkımız olsun.",nötr/ çöp,2026-04-07,True
900000407,pubg,"Lütfen biraz daha kasa ve skin ekleyin, oyunun bozuk olması kimin umurunda? Paramızı harcayacak yer arıyoruz.",feature_request(istek),2026-04-26,True
900000196,dota2,Karakterimin yere gömülüp madenci gibi takılması çok yaratıcı. Simülasyon içinde simülasyon yaşıyoruz.,bug(hata/hile),2026-03-30,True
900000692,cs2,"Bilgisayarım kaloriferden daha iyi ısıtıyor sayende, kış aylarında doğalgaz tasarrufu sağlıyorum. Bravo!",nötr/ çöp,2026-04-11,True
